Title	Project	File Base Name	Coord Type	Start Longitude	Start Latitude	End Longitude	End Latitude	Velocity Offset	Rest Frequency	Frequency Delta	Start Cal Time	End Cal Time	Integration Period	Start Time	Reference	Epoch
PocketSpacecraft	MGS-NEO2-44117A	AZ140_EL50	AZEL	140	50	140	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ130_EL50	AZEL	130	50	130	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ120_EL50	AZEL	120	50	120	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ110_EL50	AZEL	110	50	110	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ100_EL50	AZEL	100	50	100	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ90_EL50	AZEL	90	50	90	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ80_EL50	AZEL	80	50	80	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ70_EL50	AZEL	70	50	70	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ60_EL50	AZEL	60	50	60	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ50_EL50	AZEL	50	50	50	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ40_EL50	AZEL	40	50	40	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ30_EL50	AZEL	30	50	30	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ20_EL50	AZEL	20	50	20	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ10_EL50	AZEL	10	50	10	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ0_EL50	AZEL	0	50	0	50	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ0_EL60	AZEL	0	60	0	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ10_EL60	AZEL	10	60	10	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ20_EL60	AZEL	20	60	20	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ30_EL60	AZEL	30	60	30	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ40_EL60	AZEL	40	60	40	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ50_EL60	AZEL	50	60	50	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ60_EL60	AZEL	60	60	60	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ70_EL60	AZEL	70	60	70	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ80_EL60	AZEL	80	60	80	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ90_EL60	AZEL	90	60	90	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ100_EL60	AZEL	100	60	100	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ110_EL60	AZEL	110	60	110	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ120_EL60	AZEL	120	60	120	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ130_EL60	AZEL	130	60	130	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ140_EL60	AZEL	140	60	140	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ150_EL60	AZEL	150	60	150	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ160_EL60	AZEL	160	60	160	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ170_EL60	AZEL	170	60	170	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ180_EL60	AZEL	180	60	180	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ190_EL60	AZEL	190	60	190	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ200_EL60	AZEL	200	60	200	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ210_EL60	AZEL	210	60	210	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ220_EL60	AZEL	220	60	220	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ230_EL60	AZEL	230	60	230	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ240_EL60	AZEL	240	60	240	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ250_EL60	AZEL	250	60	250	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ260_EL60	AZEL	260	60	260	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ270_EL60	AZEL	270	60	270	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ280_EL60	AZEL	280	60	280	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ290_EL60	AZEL	290	60	290	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ300_EL60	AZEL	300	60	300	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ310_EL60	AZEL	310	60	310	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ320_EL60	AZEL	320	60	320	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ330_EL60	AZEL	330	60	330	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ340_EL60	AZEL	340	60	340	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ350_EL60	AZEL	350	60	350	60	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ350_EL70	AZEL	350	70	350	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ340_EL70	AZEL	340	70	340	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ330_EL70	AZEL	330	70	330	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ320_EL70	AZEL	320	70	320	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ310_EL70	AZEL	310	70	310	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ300_EL70	AZEL	300	70	300	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ290_EL70	AZEL	290	70	290	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ280_EL70	AZEL	280	70	280	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ270_EL70	AZEL	270	70	270	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ260_EL70	AZEL	260	70	260	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ250_EL70	AZEL	250	70	250	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ240_EL70	AZEL	240	70	240	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ230_EL70	AZEL	230	70	230	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ220_EL70	AZEL	220	70	220	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ210_EL70	AZEL	210	70	210	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ200_EL70	AZEL	200	70	200	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ190_EL70	AZEL	190	70	190	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ180_EL70	AZEL	180	70	180	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ170_EL70	AZEL	170	70	170	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ160_EL70	AZEL	160	70	160	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ150_EL70	AZEL	150	70	150	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ140_EL70	AZEL	140	70	140	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ130_EL70	AZEL	130	70	130	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ120_EL70	AZEL	120	70	120	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ110_EL70	AZEL	110	70	110	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ100_EL70	AZEL	100	70	100	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ90_EL70	AZEL	90	70	90	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ80_EL70	AZEL	80	70	80	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ70_EL70	AZEL	70	70	70	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ60_EL70	AZEL	60	70	60	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ50_EL70	AZEL	50	70	50	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ40_EL70	AZEL	40	70	40	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ30_EL70	AZEL	30	70	30	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ20_EL70	AZEL	20	70	20	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ10_EL70	AZEL	10	70	10	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ0_EL70	AZEL	0	70	0	70	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ0_EL90	AZEL	0	90	0	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ10_EL90	AZEL	10	90	10	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ20_EL90	AZEL	20	90	20	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ30_EL90	AZEL	30	90	30	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ40_EL90	AZEL	40	90	40	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ50_EL90	AZEL	50	90	50	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ60_EL90	AZEL	60	90	60	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ70_EL90	AZEL	70	90	70	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ80_EL90	AZEL	80	90	80	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ90_EL90	AZEL	90	90	90	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ100_EL90	AZEL	100	90	100	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ110_EL90	AZEL	110	90	110	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ120_EL90	AZEL	120	90	120	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ130_EL90	AZEL	130	90	130	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ140_EL90	AZEL	140	90	140	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ150_EL90	AZEL	150	90	150	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ160_EL90	AZEL	160	90	160	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ170_EL90	AZEL	170	90	170	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ180_EL90	AZEL	180	90	180	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ190_EL90	AZEL	190	90	190	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ200_EL90	AZEL	200	90	200	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ210_EL90	AZEL	210	90	210	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ220_EL90	AZEL	220	90	220	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ230_EL90	AZEL	230	90	230	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ240_EL90	AZEL	240	90	240	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ250_EL90	AZEL	250	90	250	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ260_EL90	AZEL	260	90	260	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ270_EL90	AZEL	270	90	270	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ280_EL90	AZEL	280	90	280	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ290_EL90	AZEL	290	90	290	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ300_EL90	AZEL	300	90	300	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ310_EL90	AZEL	310	90	310	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ320_EL90	AZEL	320	90	320	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ330_EL90	AZEL	330	90	330	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ340_EL90	AZEL	340	90	340	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ350_EL90	AZEL	350	90	350	90	0	0	0	0	0	20	0	NO	AZEL
PocketSpacecraft	MGS-NEO2-44117A	AZ180_EL90	AZEL	180	90	180	90	0	0	0	0	0	20	0	NO	AZEL
